open,high,low,close,tick_volume,spread,real_volume,hh,lh,ll,hl,hh_signal,lh_signal,ll_signal,hl_signal,MACD1,MACD_signal,MACD_hist,TotalSignal,vwap,prev_high,prev_low,prev_close,prev_open,prev_real_volume,OO,OC,upt,dt,supertrend_14,closest_pivot,distancebetweenpivot,ADX,PLUS_DI,MINUS_DI,ADX_signal,Chaikin,TP,sma,mad,CCI,14EMA,21EMA,30EMA,50EMA,200SMA,4SMA,ATR,RSI,BB_UPPER,BB_MIDDLE,BB_LOWER,MACD,Bollinger_Bands_Above_Upper_BB,Bollinger_Bands_Below_Lower_BB,RSI_Over_70,"50EMA/200SMA_Cross, 50EMA>200SMA",RSI_Under_30,VWAP_Cross_From_Above,VWAP_Cross_From_Below,SUPER_UP,SUPER_DOWN,PIVOTS,HIGH,LOW,ADX_UP,ADX_DOWN,DOJI,Direction,Chaiken_Signal,"14EMA/21EMA_Cross, 14EMA>21EMA",MACD_Signal,green body> 500,red body> 500,slope_signal,slope_vwap,HIGH2,LOW2,Low_Signal,High_Signal,upper,lower,High_break,Low_break,Superup_close,Superdown_close,slope,Linreg,Linreg_signal,garman_klass_vol,prev_volatility,volatility_breakout_signal,long_signal1,short_signal1,German_signal,Exit Loss,Exit Price,Exit,Long_lost,Short_lost
68757.51,68757.51,68631.67,68631.67,93,4500,0,0,0,0,0,1,0,1,0,-65.47627413459122,-1.1452776881228175,-64.3309964464684,0,68813.79998689385,68836.06,68747.68,68757.51,68836.06,0.0,-78.55000000000291,0.0,,69011.91051371173,69011.91051371173,68694.38,63.129999999990105,18.842214709032845,20.94170615883333,40.45891803024995,,-96.97087808557899,68673.61666666665,68796.36238095239,50.328571428570804,-162.59248746336044,68804.91424170545,68838.62692297899,68876.573496722,68933.24661817739,68969.26805000001,68776.56999999999,83.39500000000304,36.23036751752341,68939.45819556898,68799.0685,68658.67880443101,-65.4762741105078,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,69089.4,68716.4,0,1,0,0,-86.11885224419514,68782.05986813181,0,3.815703261163961e-07,3.2169782680922667e-07,False,0,0,0,68798.46,68381.48499999999,-1,68464.87999999999,68798.46
68618.44,68623.06,68516.3,68531.44,174,7281,0,0,0,0,0,1,1,1,0,-84.04744652364752,-14.942428402036569,-69.10501812161095,0,68740.11321705427,68711.5,68634.31,68683.7,68634.31,0.0,-15.869999999995343,-65.25999999999476,,68894.48302527862,68894.48302527862,68694.38,71.32000000000698,20.68117189629011,16.82584961682094,41.92574542850656,,-94.04563608773424,68556.93333333333,68765.3069047619,68.04258503401694,-204.15995984906488,68754.44403043654,68797.89696113966,68842.66617142071,68908.08708137229,68966.60655,68651.08,89.49642857143148,33.762128606399855,68953.68879368056,68773.476,68593.26320631943,-84.04744650270732,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,68901.5,68631.67,0,1,0,0,-86.9933332280227,68712.59531868127,0,5.902922771203668e-07,4.3182044039089376e-07,False,0,0,0,68710.43285714286,68262.9507142857,-1,68352.44714285714,68710.43285714286
68574.18,68574.89,68118.51,68349.02,1092,7281,0,0,0,1,0,0,1,1,0,-113.47735942107101,-31.985127141392766,-81.49223227967825,0,68563.1234086171,68623.05,68531.33,68574.18,68531.33,0.0,42.84999999999127,0.0,,68738.03659091592,68738.03659091592,68477.51,97.38000000000466,23.832582586044293,11.542707683476,54.975120094865325,,-96.58554102548715,68347.47333333333,68723.20690476192,112.41496598639267,-222.82535552194963,68679.55698286122,68738.60095961955,68794.61387112907,68873.58193813778,68962.51215,68534.585,112.48785714285934,29.304574183750503,69004.3489011208,68739.056,68473.7630988792,-113.47735940275015,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,68889.63,68531.44,0,1,0,0,-86.76010907951668,68577.67263736264,0,1.8115795352664404e-05,7.434864070120648e-07,True,0,1,1,68124.04428571429,68686.48357142859,1,68124.04428571429,68573.99571428572
68723.9,69233.2,68718.38,69108.41,676,5340,0,0,0,0,0,0,1,0,1,19.046407692454522,66.39062660913659,-47.34421891668207,0,68599.99873700463,68783.3,68683.01,68753.6,68714.07,0.0,9.829999999987194,-29.70000000001164,68493.65646671593,,68493.65646671593,69191.0,42.19999999999709,30.133612029185386,36.28882326850489,19.188909245744792,,323.04353728100796,69019.99666666667,68606.02,125.43619047619202,220.019791255402,68693.80393998044,68680.93470889021,68697.81211584745,68758.95056822944,68944.67095,68839.8975,159.24642857143252,66.80283734846131,68934.153897505,68594.231,68254.308102495,19.046407697926043,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,1,0,1,0,0,1,1,1.0,1,0,0,1,1,0,0,0,0,68783.37,68349.02,1,0,0,0,87.78511498473833,68785.46923076925,1,1.5829009463738665e-05,9.367470584983155e-07,True,1,0,1,69426.90285714286,68630.6707142857,-1,68789.91714285714,69426.90285714286
69104.41,69271.25,68997.65,69047.32,696,5340,0,0,0,0,0,0,1,0,1,44.78346972473082,73.70215091313031,-28.91868118839949,0,68629.90322255307,69233.2,68718.38,69108.41,68723.9,0.0,380.5100000000093,-4.0,68629.7387022675,,68629.7387022675,69191.0,80.25,30.19417373694852,33.01277825646776,16.615060626685814,,186.27551234500606,69105.40666666666,68641.3530952381,162.8287755102044,189.99654492866676,68740.9394146497,68714.24246262746,68720.36101160076,68770.25918241474,68947.27004999999,68905.88500000001,170.77857142857516,63.677185929882015,69006.98704173717,68612.412,68217.83695826282,44.78346972973668,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,1,0,1,0,0,0,1,1.0,1,0,0,1,1,1,0,0,0,69108.41,68349.02,0,0,0,0,86.53111535918327,68884.42195604394,1,7.567079810113844e-06,1.5829009463738665e-05,False,0,0,1,69388.87714285716,68534.98428571428,-1,68705.76285714285,69388.87714285716
69017.32,69112.32,68969.19,69105.58,456,5340,0,0,0,0,0,0,1,0,1,69.08500300100422,78.40294735152297,-9.317944350518747,0,68649.86352535199,69271.25,68997.65,69047.32,69104.41,0.0,-87.08999999999651,-30.0,68629.7387022675,,68629.7387022675,69191.0,78.67999999999302,30.38045306309227,29.702970372493965,16.102650904887028,,244.81704964875462,69062.36333333334,68672.455,195.94999999999916,132.65572283179102,68789.55815936308,68749.8186023886,68745.21384956359,68783.40902847334,68949.6069,69003.72750000001,176.25071428571806,65.34261617869518,69090.61025075005,68641.11899999999,68191.62774924994,69.08500300558808,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,1,1,0,0,1,1,1.0,1,0,0,1,1,0,0,0,1,69108.41,68349.02,0,0,0,0,87.6589358924764,68984.78549450556,1,1.5180007632764667e-06,7.567079810113844e-06,False,0,0,0,69458.08142857144,68576.82785714285,-1,68753.07857142856,69458.08142857144
68673.3,68713.89,68305.01,68335.01,463,5010,0,0,0,1,0,1,0,0,1,-29.98863492962846,-61.428692136980615,31.440057207352158,0,68731.40519231971,68757.7,68669.51,68703.3,68711.16,0.0,-37.86000000000058,-30.0,,69002.03537710369,69002.03537710369,68694.38,19.50999999999476,20.14127068120413,16.202481040029596,35.79030896139288,,-266.0724594707717,68451.30333333333,68902.58976190476,163.3721428571485,-184.15478537897903,68772.2744864671,68787.61058219723,68790.91628547102,68807.93051172515,68963.8729,68642.8575,157.70571428571566,29.336581470705426,69289.98291198506,68878.197,68466.41108801494,-29.988634927969542,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,69135.95,68539.5,0,1,0,0,-88.12000522406328,68621.92709890104,0,8.389679237138552e-06,8.185578446454979e-07,True,0,1,1,68019.59857142856,68808.12714285715,1,68019.59857142856,68650.42142857143
68564.73,68824.04,68544.61,68812.6,585,5340,0,0,0,0,0,0,1,1,0,-9.434581439505564,33.18951318265361,-42.62409462215918,0,68656.09286353795,68609.1,68507.26,68594.73,68599.89,0.0,-35.16000000000349,-30.0,,68870.86260929328,68870.86260929328,68694.38,129.65999999998894,22.987345292513627,24.52497734897588,20.02793748018215,,721.7907198686116,68727.08333333333,68492.43928571428,78.67928571428327,198.81899493524134,68549.50962753274,68553.3150263226,68570.65819853125,68616.36279519626,68915.67895,68615.8825,170.36071428571344,61.34704629779836,68788.90779358342,68543.438,68297.96820641657,-9.434581439360045,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,1,0,0,0,0,1,1,0.0,0,0,0,1,1,1,0,0,0,68771.64,68321.62,1,0,0,1,87.89887529729282,68555.62936263738,1,3.24531056820536e-06,1.1011009409917188e-06,True,1,0,1,68471.87857142858,69323.68214285714,1,68471.87857142858,69153.32142857143
68761.85,68885.16,68654.5,68872.46,577,5340,0,0,0,0,0,0,1,1,0,32.0670131581428,51.293640287875014,-19.226627129732215,0,68664.63023012114,69001.29,68733.73,68790.75,68790.85,0.0,-29.0,-28.89999999999418,68326.68567138401,,68326.68567138401,68996.51,111.34999999999127,22.21084597793129,25.38670509882634,18.637580446125426,,609.0665023506117,68804.04,68532.33285714286,123.9513605442158,146.13643161542822,68620.44634245793,68601.95093084511,68603.41265865233,68632.97635391114,68909.4203,68767.635,188.21571428571355,63.058571632512766,68840.01386309211,68554.80549999999,68269.59713690786,32.06701315827377,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,1,0,0,0,1,1,1.0,1,0,0,1,1,0,0,0,0,68812.6,68321.62,1,0,0,0,86.64056315840763,68707.4240439561,1,4.62699891365646e-06,7.547179217294409e-06,False,0,0,1,68496.02857142859,69437.10714285714,1,68496.02857142859,69248.89142857143
68911.31,69164.21,68909.82,69030.98,768,5340,0,0,0,0,0,0,1,1,0,88.17997331164952,63.10383244910281,25.076140862546712,1,68682.45569608646,68973.3,68771.07,68941.66,68862.55,0.0,48.75999999999476,-30.35000000000582,68468.00567302495,,68468.00567302495,69191.0,26.789999999993597,21.736804217825014,30.499290576974996,16.29065470911735,,499.32978837237533,69035.00333333334,68636.39619047618,199.6799319727891,133.08202412364562,68739.23238944596,68690.62142061992,68667.55618380976,68669.49566097469,68906.6524,68933.6125,196.89999999999833,68.4343120980494,69024.59860290599,68613.071,68201.543397094,88.17997331175138,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,1,0,0,0,0,1,1,1.0,1,0,0,1,1,0,0,0,0,68941.66,68321.62,1,0,0,0,86.18956605846108,68926.7390989011,1,5.626087427353984e-06,3.801728092166668e-06,True,1,0,1,68637.18,69621.68,1,68637.18,69424.78
69032.03,69273.3,69005.25,69114.26,682,5340,0,0,0,0,0,0,1,1,0,109.69943848814,67.69863810047462,42.00080038766537,0,68691.88935515904,69164.21,68909.82,69030.98,68911.31,0.0,120.72000000000116,1.0500000000029104,68554.58962815658,,68554.58962815658,69191.0,82.30000000000291,22.38289478589751,31.00755310566185,14.531561932466017,,393.96570457998314,69130.93666666666,68676.12738095238,230.5973809523795,131.4872654771388,68789.23607085316,68729.13401874539,68696.37578485436,68686.93740156802,68906.4626,68994.0625,204.96857142857021,70.92343351191255,69107.66639982116,68639.5875,68171.50860017883,109.69943848822732,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,1,0,1,0,0,0,0,1,1,1.0,1,0,0,1,1,1,0,0,0,69030.98,68321.62,1,0,0,0,86.21423490897898,69025.10367032964,1,6.967946497084719e-06,5.626087427353984e-06,True,0,0,1,68704.32285714285,69729.1657142857,1,68704.32285714285,69524.19714285714
69087.56,69469.35,69030.41,69464.2,907,5340,0,0,0,0,0,0,1,1,0,153.2247238715645,88.9791387871193,64.2455850844452,0,68713.69503797783,69273.3,69005.25,69114.26,69032.03,0.0,55.529999999998836,-26.69999999999709,68616.3856529461,,68616.3856529461,69586.29,116.93999999998778,23.41368350031216,32.58588480264755,12.342549294110121,,596.8660956879739,69321.32,68735.94166666667,255.67404761904723,152.63661910797492,68879.23126140608,68795.95819885944,68745.9128309929,68717.41829081679,68908.31455,69137.775,224.08357142857025,78.57031246903473,69278.29339549903,68684.364,68090.43460450097,153.2247238716518,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,1,0,1,0,0,0,0,1,1,1.0,1,0,0,1,1,1,0,0,0,69114.26,68321.62,1,0,0,0,88.40567825910517,69175.45723076923,1,8.669886193113449e-06,6.967946497084719e-06,True,1,0,1,69016.03285714285,70136.4507142857,1,69016.03285714285,69912.36714285714
69437.9,69871.48,69429.1,69855.01,1368,4500,0,0,0,0,0,0,1,1,0,216.75530673467438,122.00777732018335,94.74752941449103,0,68760.31270392927,69469.35,69030.41,69464.2,69087.56,0.0,350.3399999999965,-26.30000000000291,68970.55260941634,,68970.55260941634,69851.49,19.989999999990687,25.025509331832392,41.189836470688554,10.958956875050198,,1028.4721879764093,69718.53000000001,68834.7219047619,287.53523809524006,204.91589160638702,69009.3350932186,68892.23563532677,68817.467487058,68762.02973466145,68911.92014999999,69366.11249999999,234.34785714285474,83.71974219662403,69536.71489130368,68749.662,67962.60910869631,216.75530673477624,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,1,0,1,0,1,0,0,1,1,1.0,1,0,0,1,1,1,0,0,0,69464.2,68321.62,1,0,0,0,88.99639928338742,69376.78540659344,1,6.315001952650374e-06,8.669886193113449e-06,False,0,0,1,69386.31428571428,70558.05357142857,1,69386.31428571428,70323.70571428571
69854.76,70022.8,69650.7,69739.06,1263,5340,0,0,0,0,0,0,1,1,0,254.81026132276747,128.05018552662116,126.76007579614631,0,68795.8804736009,69871.48,69429.1,69855.01,69437.9,0.0,416.8600000000006,-0.25,69127.90843545522,,69127.90843545522,70059.71,36.91000000000349,27.397366041945133,40.64284731912981,9.649782875062582,,900.5327362372245,69804.18666666666,68936.77880952382,332.2975170068042,174.02233696198596,69106.63174745612,68969.2196684789,68876.92506853824,68800.34465055024,68914.5732,69543.13249999999,247.13142857142728,77.7502822820471,69701.50524421285,68815.3165,67929.12775578715,254.81026132285479,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,1,0,1,0,1,0,0,0,1,1.0,1,0,0,1,1,1,0,0,0,69855.01,68321.62,0,0,0,0,88.70554669797089,69523.94635164834,1,1.3133123897673441e-05,6.315001952650374e-06,True,0,0,1,69244.79714285715,70480.45428571428,1,69244.79714285715,70233.32285714285
69713.31,70438.43,69713.31,70288.77,2213,5340,0,0,0,0,0,0,1,1,0,325.57308601347904,159.05040817386617,166.52267783961287,0,68885.24869806318,70022.8,69650.7,69739.06,69854.76,0.0,-141.4499999999971,-25.75,69269.26053975814,,69269.26053975814,70295.15,143.27999999999884,29.882288999690502,42.48608548460689,7.651777114013722,,1179.8053900044706,70146.83666666667,69062.9411904762,401.01486394558117,180.19206994408117,69264.25018112865,69089.17878952627,68968.01183831012,68858.71427725318,68921.02949999999,69836.76,289.39999999999833,83.68842491804136,69993.23271260248,68906.86750000001,67820.50228739754,325.57308601353725,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,1,0,1,0,1,0,0,1,1,1.0,1,1,0,1,1,1,0,0,0,69855.01,68321.62,1,0,0,0,89.21952493375257,69761.18004395608,1,2.743154664085858e-05,1.3133123897673441e-05,True,1,0,1,70867.57,69420.57,-1,69709.97,70867.57
70290.2,70491.71,70133.88,70347.16,1298,5340,0,0,0,0,0,0,1,1,0,381.9617026684282,172.35121986305222,209.61048280537597,0,68934.83738958866,70438.43,69713.31,70288.77,69713.31,0.0,576.8899999999994,1.429999999993015,69488.39350377426,,69488.39350377426,70663.56,171.84999999999127,32.714764178866226,38.43574326322429,6.699008642290513,,1266.1250057015113,70324.25000000001,69198.29333333333,474.8080952380946,158.09287695513612,69408.63815697815,69203.54071775115,69056.98913906445,68917.08470270682,68927.74785,70057.5,306.9485714285703,84.17165196235132,70244.16459396017,68996.726,67749.28740603982,381.9617026684864,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,1,0,1,0,1,0,0,1,1,1.0,1,1,0,1,1,1,0,0,0,70288.77,68321.62,1,0,0,0,88.96186446636386,69974.3005054945,1,1.2696144503334574e-05,2.743154664085858e-05,False,0,0,1,70961.05714285714,69426.3142857143,-1,69733.26285714286,70961.05714285714
